customer_id,tenure_months,age,income_tier,contract_type,plan_type,region,senior_citizen,has_partner,has_dependents,signup_date,call_duration_min_mean,call_duration_min_std,data_usage_gb_mean,data_usage_gb_std,bill_amount_mean,bill_amount_sum,complaint_flag_sum,customer_service_calls_sum,payment_delay_days_mean,roaming_flag_sum,international_minutes_sum,call_drop_rate_mean,churn_probability,churn_label
TEL00001505,19,44,Low,Month-to-Month,Basic,East,0,0,1,2021-03-23,99.52888888888889,42.20240039017698,2.0816666666666666,1.340211791866802,47.782222222222224,860.08,1,3,2.111111111111111,3,96.76,0.04927777777777778,0.6,1
TEL00001506,48,69,Low,One Year,Standard,North,1,1,0,2020-10-29,199.08304347826086,44.454410501585535,5.671739130434782,3.0619893298518335,81.15782608695652,1866.6299999999999,2,6,1.9565217391304348,2,224.38,0.04865217391304348,0.6000000000000001,1
TEL00001507,52,55,Medium,Two Year,Basic,North,0,0,0,2024-08-27,87.2390909090909,36.061102366623565,1.9881818181818183,1.2403364995172206,46.41,1021.02,0,1,2.1818181818181817,1,225.13,0.05145454545454546,0.15,0
TEL00001508,22,56,Low,One Year,Standard,South,0,1,0,2021-04-10,163.41238095238094,50.33748880355097,4.060476190476191,2.9398460439119534,85.41666666666667,1793.75,0,5,1.4285714285714286,3,184.76,0.041095238095238094,0.1,0
TEL00001509,71,24,Medium,Two Year,Basic,West,0,0,0,2021-06-01,108.88727272727273,29.679517256666163,1.783181818181818,0.896556302450216,49.64954545454545,1092.29,1,4,2.0,1,291.63,0.04772727272727273,0.2,0
TEL00001510,48,57,Medium,Month-to-Month,Premium,North,0,1,0,2024-11-23,277.62954545454545,80.08362685505533,10.602727272727272,8.154669817156291,111.30318181818183,2448.67,1,11,1.8181818181818181,1,265.11,0.05036363636363637,0.75,1
TEL00001511,32,62,Medium,One Year,Basic,West,0,1,1,2024-11-14,86.5925,24.38941484699761,1.384,1.102444174502608,49.310500000000005,986.21,0,3,2.2,3,170.19,0.0528,0.25,0
TEL00001512,61,18,Low,Two Year,Premium,West,0,1,1,2022-04-26,337.3645,104.34060830684335,9.0405,5.943477163199476,115.25,2305.0,0,5,2.1,1,154.69,0.054849999999999996,0.15,0
TEL00001513,21,47,Medium,Month-to-Month,Standard,South,0,1,1,2024-09-08,198.54863636363635,56.724148237677774,5.508181818181819,3.476978212353004,78.68590909090909,1731.09,1,6,2.1363636363636362,7,380.68,0.04918181818181819,0.8999999999999999,1
TEL00001514,1,50,Medium,One Year,Premium,South,0,1,0,2020-06-16,309.51157894736843,94.47896310603032,10.88,6.901481322473056,120.82578947368421,2295.69,1,2,1.9473684210526316,3,314.55,0.04842105263157894,0.45000000000000007,0
TEL00001515,7,63,Medium,Month-to-Month,Basic,West,0,0,1,2021-10-18,104.84349999999999,25.522387339869205,2.4095000000000004,1.4971674132033115,52.489,1049.78,0,5,1.9,2,236.35,0.0593,0.25,0
TEL00001516,64,42,Medium,Month-to-Month,Basic,East,0,1,0,2023-10-06,92.28625,27.389125792304263,1.91875,1.0731441344634622,46.4675,743.48,0,0,1.625,1,119.35,0.04525,0.25,0
TEL00001517,44,59,Medium,One Year,Standard,South,0,0,0,2024-02-03,173.7957142857143,41.16203014568507,5.055714285714286,2.6291606482460734,87.05047619047619,1828.06,0,7,2.238095238095238,5,222.86,0.05442857142857143,0.55,0
TEL00001518,48,79,High,Two Year,Premium,West,1,1,0,2025-03-16,301.8595833333333,88.98312040612052,9.865,6.641342844832565,115.07125,2761.71,1,5,2.4166666666666665,1,260.1,0.04920833333333333,0.35,0
TEL00001519,61,55,Low,Month-to-Month,Premium,South,0,1,0,2024-09-11,326.3863636363636,79.70658218296681,10.49,8.050691185943514,112.10363636363635,2466.2799999999997,1,5,1.9090909090909092,1,143.98,0.052227272727272726,0.45,0
TEL00001520,47,25,Medium,One Year,Standard,West,0,0,0,2024-02-26,167.88863636363638,48.54910339964159,5.704090909090909,3.857652455513906,80.94590909090908,1780.81,0,3,1.7727272727272727,2,224.85,0.03681818181818182,0.1,0
TEL00001521,69,53,Medium,One Year,Premium,South,0,0,0,2024-08-01,312.3569565217391,96.87678488372286,11.48304347826087,7.842250045156109,125.48434782608695,2886.14,1,3,1.434782608695652,4,262.87,0.054,0.30000000000000004,0
TEL00001522,52,37,High,Month-to-Month,Basic,West,0,0,0,2022-04-07,89.4278947368421,35.17856600876091,1.7405263157894737,1.1080637450787272,45.88894736842105,871.89,1,4,2.3157894736842106,2,233.86,0.05499999999999999,0.6,1
TEL00001523,43,33,Low,Two Year,Premium,South,0,1,1,2022-02-18,281.2011764705882,80.73575113312201,12.99470588235294,7.763370818825302,114.39529411764705,1944.72,0,2,1.8823529411764706,0,160.62,0.043,0.0,0
TEL00001524,31,19,Low,Month-to-Month,Basic,North,0,0,0,2021-06-15,98.43315789473684,29.75529515016922,2.916315789473684,2.0383577554446344,50.03315789473684,950.63,0,2,1.894736842105263,1,233.43,0.049631578947368415,0.25,0
TEL00001525,44,48,Medium,One Year,Standard,North,0,0,0,2025-05-30,153.2478260869565,63.457569930016426,6.4421739130434785,4.66210053762517,84.81217391304348,1950.68,0,5,2.1739130434782608,4,240.1,0.05217391304347826,0.25,0
TEL00001526,11,34,High,Month-to-Month,Premium,North,0,1,1,2020-09-01,286.55947368421056,79.8631278760859,8.743684210526316,7.931572080774064,121.52000000000001,2308.88,0,3,2.1052631578947367,0,193.54,0.048736842105263155,0.4,0
TEL00001527,20,44,Low,Month-to-Month,Standard,South,0,1,0,2025-05-21,169.81571428571428,78.46468636089924,5.6952380952380945,3.5079889096854604,84.91380952380953,1783.19,0,2,1.9047619047619047,0,195.58,0.04038095238095238,0.25,0
TEL00001528,4,56,Low,Month-to-Month,Premium,North,0,0,0,2024-06-25,308.21578947368425,96.88667390971037,11.121052631578948,12.398989158949316,124.40263157894738,2363.65,3,7,1.894736842105263,2,153.1,0.04484210526315789,0.9,1
TEL00001529,56,56,Medium,Month-to-Month,Standard,West,0,0,0,2022-02-24,165.49285714285713,59.11169360988206,5.71047619047619,3.8379805577809747,83.90238095238095,1761.95,0,3,1.5714285714285714,2,210.69,0.051428571428571435,0.25,0
TEL00001530,67,57,High,Month-to-Month,Premium,North,0,1,0,2022-07-13,285.1069565217391,117.17650437131091,9.803478260869566,6.896732169984994,124.69130434782609,2867.9,1,3,1.4782608695652173,4,361.54,0.05560869565217391,0.45,0
TEL00001531,26,35,High,Month-to-Month,Basic,East,0,1,0,2025-02-04,103.08954545454547,33.46517742047022,2.2345454545454544,1.2107719980115295,50.20772727272727,1104.57,1,4,1.5,0,256.11,0.05522727272727273,0.45,0
TEL00001532,40,35,Medium,Two Year,Basic,South,0,0,1,2024-08-02,98.37360000000001,24.73559696739363,2.17,2.1930610266626562,47.3712,1184.28,0,5,2.2,3,238.66,0.03988,0.15,0
TEL00001533,67,67,Medium,Month-to-Month,Standard,East,1,0,0,2023-01-09,169.55833333333334,42.30971413452149,4.6345833333333335,3.248911495531558,82.07208333333334,1969.73,2,3,2.0,1,239.53,0.04541666666666667,0.45,0
TEL00001534,12,20,Medium,Month-to-Month,Basic,West,0,0,1,2023-05-01,110.69000000000001,30.05435039686896,1.7636842105263157,1.4801246588878765,45.98736842105263,873.76,0,2,2.1052631578947367,3,147.96,0.04973684210526316,0.4,0
TEL00001535,3,63,Low,Month-to-Month,Premium,North,0,0,0,2023-08-13,308.0942105263158,118.04453760790601,7.363157894736842,5.929348898704907,124.50210526315789,2365.54,0,7,2.0526315789473686,2,165.71,0.04242105263157894,0.85,1
TEL00001536,62,27,Medium,One Year,Standard,West,0,0,0,2024-01-17,173.0553846153846,50.7661822264207,5.290384615384616,3.811351970909253,78.23923076923077,2034.22,0,3,2.1153846153846154,1,336.07,0.04119230769230769,0.25,0
TEL00001537,22,43,Low,Month-to-Month,Basic,East,0,1,0,2021-09-08,101.6440909090909,30.10925117429951,1.7972727272727271,1.2709021236083478,45.6109090909091,1003.44,1,6,1.8636363636363635,0,232.12,0.049272727272727274,0.75,1
TEL00001538,7,50,High,Month-to-Month,Standard,East,0,1,0,2025-03-02,175.0415789473684,73.69231651966905,7.293157894736842,4.688694502774826,76.50105263157894,1453.52,1,6,2.0526315789473686,2,167.62,0.04610526315789474,0.8999999999999999,1
TEL00001539,62,67,Medium,One Year,Basic,North,1,1,0,2021-10-10,99.62846153846155,22.08663916349569,1.883076923076923,1.3774491474628578,53.675,1395.55,0,7,2.6153846153846154,3,300.09000000000003,0.04634615384615385,0.55,0
TEL00001540,33,38,Medium,Month-to-Month,Standard,South,0,0,0,2022-01-26,202.96416666666667,65.54122041271742,4.9158333333333335,3.0075960596414895,78.03916666666667,1872.94,1,6,2.0833333333333335,0,233.9,0.05591666666666667,0.8999999999999999,1
TEL00001541,35,35,High,Month-to-Month,Basic,North,0,1,1,2024-06-13,100.6148,33.01104841816853,2.5827999999999998,1.5037883273031925,50.603199999999994,1265.08,1,5,1.72,2,219.6,0.043120000000000006,0.45,0
TEL00001542,60,35,High,One Year,Basic,West,0,0,1,2023-02-18,111.54857142857144,36.84820376733608,2.3921428571428573,1.8434089598910472,46.62428571428571,652.74,1,2,1.5,0,106.08,0.0535,0.30000000000000004,0
TEL00001543,42,18,High,One Year,Premium,South,0,1,1,2022-03-12,324.9896,100.50396723015467,10.368,8.361528468727075,119.7728,2994.32,2,7,1.84,1,234.05,0.0516,0.6000000000000001,1
TEL00001544,10,31,High,Two Year,Basic,North,0,1,1,2023-07-23,116.66555555555556,24.18299578148497,2.1616666666666666,1.292841148515206,55.08166666666667,991.47,1,6,1.6111111111111112,4,182.87,0.05411111111111111,0.5,0
TEL00001545,62,60,High,One Year,Standard,South,0,1,0,2021-07-07,179.01,54.50757662096994,4.15391304347826,3.377792096420429,77.75260869565217,1788.31,1,6,2.217391304347826,2,234.99,0.042956521739130435,0.75,1
TEL00001546,8,50,Low,Month-to-Month,Standard,South,0,1,1,2020-08-14,172.39916666666667,49.1152622977798,4.864583333333333,3.3881955941264623,83.47916666666667,2003.5,1,8,2.125,4,252.55,0.04820833333333333,0.8999999999999999,1
TEL00001547,5,59,High,One Year,Basic,North,0,1,0,2025-01-09,105.53559999999999,47.73271162421008,2.0468,1.4064337879900355,48.0312,1200.78,0,4,1.92,4,207.48,0.044320000000000005,0.25,0
TEL00001548,49,25,Low,Month-to-Month,Standard,North,0,1,0,2023-10-29,177.09346153846155,57.41215522464264,4.741538461538462,3.084138378617525,78.91615384615383,2051.8199999999997,1,3,2.230769230769231,1,218.68,0.051576923076923076,0.6,1
TEL00001549,27,25,Low,Month-to-Month,Basic,South,0,1,0,2022-01-31,93.54142857142857,24.71815431736648,1.7152380952380955,0.9928726960069911,51.82,1088.22,0,3,1.5238095238095237,2,225.25,0.05761904761904762,0.25,0
TEL00001550,33,24,Medium,Month-to-Month,Basic,North,0,0,0,2022-06-06,92.16526315789474,20.811908548398453,1.8926315789473684,1.386525802561781,54.425789473684205,1034.09,0,1,1.4736842105263157,0,165.35999999999999,0.06278947368421053,0.25,0
TEL00001551,38,55,Low,Month-to-Month,Basic,West,0,1,1,2020-07-10,104.6404347826087,38.89558253467176,1.9247826086956523,1.0953200842477608,52.07260869565218,1197.67,0,1,2.130434782608696,4,237.45,0.05521739130434783,0.4,0
TEL00001552,55,72,High,One Year,Premium,South,1,1,0,2022-11-30,285.38157894736844,89.47697681918939,8.49842105263158,6.564724131597352,122.95631578947369,2336.17,0,4,2.1578947368421053,3,117.83,0.05673684210526316,0.25,0
TEL00001553,19,18,Medium,One Year,Standard,East,0,1,0,2024-02-18,170.8761904761905,59.104228061636206,4.299047619047619,2.647307886819938,84.53761904761905,1775.29,0,5,1.6666666666666667,4,158.42,0.05123809523809524,0.1,0
TEL00001554,49,39,Medium,Month-to-Month,Standard,West,0,1,0,2024-05-17,196.87736842105264,59.731677882762156,3.854736842105263,2.3222076862355996,83.34,1583.46,0,3,2.1052631578947367,3,194.9,0.05294736842105263,0.4,0
TEL00001555,8,57,Medium,Month-to-Month,Standard,West,0,1,1,2024-02-15,176.56476190476192,61.55222080632409,5.156666666666666,2.1395684923211347,86.13238095238096,1808.78,0,2,2.142857142857143,5,189.56,0.047619047619047616,0.4,0
TEL00001556,2,49,Medium,One Year,Basic,South,0,1,1,2020-02-04,97.2635,34.31548082057672,1.365,0.7664236838445787,53.5255,1070.51,2,2,1.6,4,231.0,0.0576,0.45000000000000007,0
TEL00001557,10,78,Low,Month-to-Month,Standard,South,1,0,0,2022-02-25,158.98388888888888,52.11648019116736,4.770555555555556,3.2426613474704826,70.95222222222222,1277.1399999999999,0,3,1.4444444444444444,1,185.88,0.0595,0.25,0
TEL00001558,70,35,Low,Month-to-Month,Basic,West,0,0,0,2021-08-01,103.82541666666667,29.9901721553211,1.9866666666666666,1.4487615900925646,45.62916666666666,1095.1,1,9,1.375,4,201.73,0.036208333333333335,0.75,1
TEL00001559,12,46,High,Month-to-Month,Basic,North,0,0,1,2020-06-23,111.59761904761906,34.87106019391465,1.9728571428571429,1.2723212756892135,48.591904761904765,1020.4300000000001,0,3,2.0476190476190474,2,205.51,0.04733333333333333,0.4,0
TEL00001560,17,19,High,Month-to-Month,Basic,South,0,1,0,2022-10-01,83.64500000000001,26.99127490602531,2.472,2.36945829918548,53.051,1061.02,0,2,1.9,1,83.96000000000001,0.04355,0.25,0
TEL00001561,56,23,Low,One Year,Basic,East,0,1,1,2024-03-20,93.25444444444445,38.75949056033544,1.9022222222222223,1.4251875234944287,48.52111111111111,873.38,1,3,2.0,1,192.36,0.044500000000000005,0.30000000000000004,0
TEL00001562,21,62,Low,One Year,Basic,South,0,1,0,2024-09-23,104.75049999999999,40.508154536430915,2.0505,1.48236821549701,48.3915,967.83,0,7,1.85,1,159.88,0.05125,0.4,0
TEL00001563,12,34,Medium,One Year,Basic,West,0,0,0,2023-05-26,94.18473684210527,29.57719868194662,1.8663157894736842,0.9556917827551574,50.7678947368421,964.5899999999999,0,10,1.9473684210526316,1,173.5,0.05521052631578947,0.4,0
TEL00001564,47,19,Medium,One Year,Basic,North,0,1,1,2022-10-21,107.0142105263158,35.4560227317337,2.5242105263157897,1.3658018230633024,54.433684210526316,1034.24,0,3,1.5789473684210527,2,198.65,0.05763157894736842,0.1,0
TEL00001565,6,73,High,Two Year,Standard,West,1,0,0,2022-09-15,171.76652173913044,63.0074563126313,4.81,3.1278107359621363,77.74434782608697,1788.1200000000001,1,4,1.8695652173913044,2,374.2,0.044695652173913046,0.2,0
TEL00001566,35,53,Medium,Two Year,Basic,West,0,1,0,2025-08-18,96.73333333333333,39.87965299915903,1.8771428571428572,0.9507478259619785,46.390952380952385,974.21,0,5,1.8095238095238095,2,198.38,0.05152380952380953,0.0,0
TEL00001567,67,73,High,Month-to-Month,Standard,East,1,1,0,2023-09-01,186.9315,56.56905824090725,3.749,2.733669020892887,81.0475,1620.95,1,6,2.15,2,219.23000000000002,0.04555,0.8999999999999999,1
TEL00001568,30,32,Low,Month-to-Month,Premium,East,0,1,1,2020-10-22,263.43636363636364,122.34727994506747,12.95409090909091,13.619934500608501,125.24636363636364,2755.42,0,1,2.1363636363636362,2,179.97,0.054363636363636364,0.4,0
TEL00001569,5,70,Low,Two Year,Premium,South,1,0,1,2020-01-29,289.9615789473684,91.76898224849164,8.393157894736841,5.313403442272276,114.09263157894738,2167.76,0,3,2.1578947368421053,3,236.62,0.045052631578947365,0.3,0
TEL00001570,5,20,Medium,Month-to-Month,Premium,South,0,0,1,2025-02-20,306.7555,76.6468907925031,10.705,8.630951341111336,131.45850000000002,2629.17,1,4,2.85,2,278.13,0.052649999999999995,0.75,1
TEL00001571,68,47,Medium,One Year,Standard,North,0,1,1,2022-02-17,174.88826086956522,72.15263793150122,4.766521739130434,2.9634770865805167,75.13695652173914,1728.15,1,6,1.8695652173913044,4,202.66,0.04378260869565217,0.6000000000000001,1
TEL00001572,7,68,Low,Month-to-Month,Standard,East,1,0,1,2025-11-01,184.86849999999998,65.57601585584715,6.0795,3.708737159167453,80.936,1618.72,0,4,2.15,3,259.15999999999997,0.0485,0.4,0
TEL00001573,69,40,Medium,One Year,Standard,West,0,1,0,2024-12-03,197.37434782608693,56.48194883211377,5.493913043478261,4.0835977220743995,78.13695652173914,1797.15,0,4,2.130434782608696,0,173.36,0.041217391304347824,0.25,0
TEL00001574,41,29,Low,One Year,Premium,South,0,1,1,2024-05-31,311.19615384615383,116.4301219127395,9.732307692307693,7.477042360555306,125.37615384615385,3259.78,0,3,2.4615384615384617,1,315.26,0.052730769230769234,0.25,0
TEL00001575,52,19,High,One Year,Basic,West,0,1,0,2024-10-17,102.83428571428571,40.72166199597317,1.7428571428571429,1.0652893637746639,46.84190476190476,983.68,1,3,1.380952380952381,2,237.42000000000002,0.04633333333333333,0.30000000000000004,0
TEL00001576,20,26,Medium,Month-to-Month,Premium,North,0,0,1,2022-07-01,278.255,97.63802434307573,10.329545454545455,6.299917971705382,131.22545454545454,2886.96,0,4,2.0,3,245.79,0.05136363636363636,0.25,0
TEL00001577,21,22,Medium,Month-to-Month,Basic,West,0,1,1,2024-10-02,103.94285714285715,32.78805302893985,1.6547619047619047,1.0413434546182114,49.81,1046.01,0,6,2.0476190476190474,1,151.29,0.04942857142857143,0.7,1
TEL00001578,70,50,Medium,Month-to-Month,Standard,North,0,1,0,2023-11-28,201.1,44.52114530138874,4.725499999999999,3.4454951137604835,77.296,1545.92,1,3,1.85,2,168.84,0.058699999999999995,0.45,0
TEL00001579,56,66,Low,Two Year,Premium,West,1,0,1,2021-12-05,264.5304761904762,91.45669956193423,13.791904761904762,7.518518217739197,114.72476190476189,2409.22,0,7,2.2857142857142856,3,178.07,0.056761904761904756,0.44999999999999996,0
TEL00001580,49,42,Medium,Month-to-Month,Basic,West,0,1,0,2025-10-08,98.09479999999999,34.95876703584763,1.7516,1.279109977028298,49.7312,1243.28,1,5,2.2,1,262.11,0.05192,0.6,1
TEL00001581,61,34,Medium,Month-to-Month,Basic,West,0,0,0,2024-05-20,92.55105263157895,36.12531305435087,1.9852631578947368,1.4773526187860224,53.16052631578947,1010.05,0,6,2.3157894736842106,1,202.35,0.045894736842105266,0.7,1
TEL00001582,69,36,High,Two Year,Standard,East,0,0,0,2023-08-04,184.954,66.54836827451142,4.36,3.111579392493381,84.267,1685.34,0,3,2.25,4,156.49,0.060899999999999996,0.15,0
TEL00001583,51,65,Low,One Year,Standard,North,1,1,1,2021-09-06,171.4315,54.36848625473748,4.911,3.2225274487418623,74.76750000000001,1495.3500000000001,0,6,1.95,2,133.0,0.05105,0.4,0
TEL00001584,24,46,Low,One Year,Standard,West,0,1,0,2020-01-20,189.21300000000002,59.919300739015895,4.4475,3.166006741024177,77.3225,1546.45,0,5,1.7,3,222.72,0.044700000000000004,0.1,0
TEL00001585,71,67,Low,Month-to-Month,Basic,West,1,1,0,2021-01-22,98.19272727272728,28.534001135123354,2.023181818181818,1.2888030118925093,50.825,1118.15,1,5,1.6363636363636365,3,224.95,0.04245454545454546,0.45,0
TEL00001586,62,23,Low,Month-to-Month,Standard,North,0,0,0,2023-03-15,177.59545454545454,65.18668420316068,5.041818181818182,2.730453714893825,75.10454545454546,1652.3,0,5,2.1818181818181817,2,261.02,0.044636363636363634,0.4,0
TEL00001587,1,64,High,One Year,Basic,South,0,1,0,2021-05-26,90.19625,35.38703715161196,1.6145833333333333,1.1119195277680323,50.45166666666666,1210.84,1,8,2.3333333333333335,1,171.42,0.04758333333333333,0.9,1
TEL00001588,61,67,Medium,Month-to-Month,Basic,East,1,1,1,2021-06-10,100.87684210526317,22.416348214003595,1.681578947368421,1.358860892062395,54.15157894736843,1028.88,0,4,2.1578947368421053,4,243.43,0.057842105263157896,0.4,0
TEL00001589,5,76,High,One Year,Basic,South,1,1,0,2020-12-22,116.9040909090909,43.67098738991815,1.7345454545454544,1.3224426435405603,49.651363636363634,1092.33,1,6,1.9090909090909092,3,142.81,0.05104545454545455,0.7500000000000001,1
TEL00001590,36,29,Medium,One Year,Standard,North,0,1,1,2021-05-02,183.9719230769231,56.899853287630236,5.002307692307692,3.9661561317651706,84.82269230769231,2205.39,1,7,2.1923076923076925,7,203.0,0.04484615384615384,0.75,1
TEL00001591,65,58,Medium,Month-to-Month,Standard,East,0,1,1,2025-07-18,158.98388888888888,44.92040596680113,4.863888888888889,2.2221376536195923,86.27166666666666,1552.8899999999999,1,4,1.7222222222222223,0,278.03,0.04138888888888889,0.45,0
TEL00001592,36,37,Medium,Month-to-Month,Basic,East,0,1,0,2024-02-22,95.1028,29.254565814586957,1.8876,1.2447934232902529,47.1624,1179.06,1,7,2.32,2,327.13,0.04324,0.8999999999999999,1
TEL00001593,56,37,Medium,Month-to-Month,Standard,West,0,1,1,2021-07-20,172.54625,60.47982314016152,5.099583333333333,3.8300567360613953,79.90583333333333,1917.74,0,3,2.7083333333333335,5,261.27,0.05375,0.4,0
TEL00001594,14,77,Medium,One Year,Basic,West,1,0,1,2023-04-20,99.04826086956523,31.988590530229242,2.088695652173913,1.4168861645037174,54.076521739130435,1243.76,0,4,2.4347826086956523,2,271.17,0.05608695652173913,0.25,0
TEL00001595,16,72,Low,Month-to-Month,Basic,South,1,1,0,2023-12-23,91.37058823529412,37.581182869653695,1.79,1.3443446358728108,47.81941176470588,812.9300000000001,0,1,2.235294117647059,2,171.79999999999998,0.040411764705882355,0.4,0
TEL00001596,11,31,Medium,Month-to-Month,Premium,East,0,1,0,2022-10-17,298.63875,131.39713015004045,6.453125,5.903358048602508,118.9375,1903.0,0,3,2.1875,1,132.85,0.049125,0.4,0
TEL00001597,5,53,Low,One Year,Basic,South,0,0,0,2024-11-29,101.15117647058823,29.81676497424581,1.3158823529411765,0.6444480082164252,51.70235294117647,878.94,0,4,1.2352941176470589,1,133.94,0.04082352941176471,0.25,0
TEL00001598,68,22,Medium,Month-to-Month,Basic,North,0,0,0,2022-03-07,105.21400000000001,28.365954834699473,1.6985,0.9255056939174844,49.855000000000004,997.1,1,3,1.8,3,170.77,0.053349999999999995,0.45,0
TEL00001599,45,72,Medium,One Year,Standard,South,1,0,0,2020-09-27,159.9059090909091,51.37943619211788,6.138181818181818,5.040038393999296,79.98636363636363,1759.7,0,3,2.1818181818181817,2,113.73,0.055363636363636365,0.25,0
TEL00001600,69,42,Medium,Month-to-Month,Standard,West,0,0,0,2023-12-25,183.04833333333332,66.32616831192027,6.488333333333333,5.541504626851065,79.29777777777777,1427.36,0,2,1.6111111111111112,4,152.87,0.04883333333333333,0.25,0
TEL00001601,26,71,Medium,One Year,Standard,East,1,1,1,2021-11-17,176.00625,59.22058189606629,4.01375,3.0941035261339884,77.63291666666667,1863.19,0,4,1.9166666666666667,2,255.85999999999999,0.04750000000000001,0.1,0
TEL00001602,53,18,High,Month-to-Month,Standard,South,0,0,1,2021-12-10,174.70793103448275,61.22078687477402,4.79103448275862,3.7841628106279863,77.76310344827587,2255.13,0,4,1.8275862068965518,7,396.83,0.05179310344827586,0.25,0
TEL00001603,14,74,Medium,Month-to-Month,Basic,West,1,1,0,2020-11-14,113.74869565217391,34.66907690833273,1.5504347826086955,0.9965097192468116,46.673478260869565,1073.49,0,7,2.5217391304347827,4,232.49,0.044347826086956525,0.7,1
TEL00001604,13,44,Medium,Month-to-Month,Basic,West,0,1,1,2022-08-09,109.84857142857143,32.18930603254974,1.6885714285714286,1.3618123428515605,50.56619047619048,1061.89,0,2,2.0476190476190474,4,179.57,0.045380952380952376,0.4,0
TEL00001605,54,20,Low,One Year,Standard,East,0,1,1,2024-01-04,174.94857142857143,77.45819790607798,3.988095238095238,2.502196273371893,80.64190476190477,1693.48,0,6,1.6666666666666667,3,157.37,0.05733333333333333,0.4,0
TEL00001606,42,48,Medium,Month-to-Month,Basic,North,0,0,0,2020-09-01,108.31823529411766,30.202452970597875,2.3076470588235294,1.282963022712291,51.30058823529412,872.11,1,2,2.7058823529411766,4,226.56,0.05152941176470588,0.6,1
TEL00001607,60,50,Low,Month-to-Month,Standard,West,0,0,0,2023-08-29,170.2473684210526,52.04771975388496,3.095263157894737,1.9882582227250858,79.81894736842105,1516.56,1,6,2.3157894736842106,2,117.85,0.05094736842105263,0.8999999999999999,1
TEL00001608,17,34,High,Two Year,Premium,East,0,0,0,2021-04-26,332.96263157894737,108.4942702963364,12.367894736842105,11.842235420987114,121.02631578947368,2299.5,0,0,1.4210526315789473,1,184.56,0.04494736842105263,0.0,0
TEL00001609,29,57,Low,Month-to-Month,Basic,North,0,1,1,2025-03-05,90.3415,31.67862175946024,1.7570000000000001,0.9994266777560655,49.9585,999.17,0,6,1.8,2,244.26,0.0413,0.55,0
TEL00001610,20,73,Low,Month-to-Month,Basic,North,1,1,0,2023-09-12,77.76818181818182,33.465953222763964,1.939090909090909,1.418415981334071,51.12318181818182,1124.71,0,4,2.1818181818181817,1,240.63,0.04068181818181818,0.4,0
TEL00001611,13,37,Medium,One Year,Basic,East,0,1,0,2022-08-20,88.71739130434783,30.2057821402386,2.3682608695652174,2.151791330230177,46.947391304347825,1079.79,0,4,1.9130434782608696,3,172.96,0.059869565217391306,0.1,0
TEL00001612,42,59,Medium,One Year,Premium,North,0,0,1,2024-08-16,305.98454545454547,117.82083867454868,11.61,5.617427813340839,121.23272727272727,2667.12,1,6,1.8636363636363635,3,215.46,0.04381818181818182,0.6000000000000001,1
TEL00001613,45,57,Medium,Month-to-Month,Basic,North,0,1,0,2021-04-01,96.73818181818181,29.431534535396295,1.9063636363636363,1.1351381097199265,49.04318181818182,1078.95,1,4,2.1818181818181817,0,290.54,0.04486363636363636,0.6,1
TEL00001614,12,68,High,One Year,Basic,South,1,0,1,2023-11-20,112.47173913043478,34.96202129742475,2.5391304347826087,1.5593119492073135,49.27347826086957,1133.29,0,9,2.4347826086956523,1,253.74,0.06082608695652174,0.55,0
TEL00001615,29,39,Medium,Two Year,Standard,South,0,1,0,2021-04-02,187.7214285714286,56.39838209432203,4.14904761904762,3.191225320722285,84.42714285714285,1772.97,0,3,1.7142857142857142,3,196.98,0.04538095238095238,0.0,0
TEL00001616,38,74,Low,Month-to-Month,Standard,South,1,0,1,2022-06-05,175.58238095238096,63.60764473746547,5.521904761904762,3.5542082367914505,80.24761904761905,1685.2,1,4,1.8095238095238095,5,175.57999999999998,0.050095238095238095,0.45,0
TEL00001617,61,52,Medium,Month-to-Month,Basic,East,0,0,1,2022-10-05,101.4952380952381,32.71505931815616,2.1214285714285714,1.3639621905107404,52.46380952380952,1101.74,1,5,1.9047619047619047,0,255.39,0.05604761904761905,0.45,0
TEL00001618,22,44,Medium,Month-to-Month,Standard,West,0,1,0,2025-10-22,178.181875,65.76351148560018,6.720625,4.580055994926991,77.0475,1232.76,1,1,1.9375,0,200.66,0.043625,0.45,0
TEL00001619,15,79,Low,Month-to-Month,Basic,East,1,1,0,2025-07-12,103.66916666666667,24.57890911306696,1.8499999999999999,1.3240254824816893,45.52875,1092.69,0,7,1.75,0,175.32,0.043250000000000004,0.55,0
TEL00001620,33,27,Low,One Year,Standard,East,0,1,0,2020-11-13,186.6591304347826,67.85581243362773,5.0517391304347825,3.452009496687023,83.89347826086956,1929.55,0,5,2.1739130434782608,3,232.32,0.04573913043478261,0.25,0
TEL00001621,64,23,Medium,One Year,Standard,North,0,0,0,2024-05-11,164.9155,60.12324513031545,3.957,3.364484945332409,79.22999999999999,1584.6,0,3,2.25,1,222.78,0.0482,0.25,0
TEL00001622,29,66,Medium,Month-to-Month,Premium,North,1,0,1,2024-11-29,293.4904761904762,59.544931142473445,9.543809523809523,7.450329842490516,115.09761904761906,2417.05,0,2,1.8571428571428572,4,200.20000000000002,0.05052380952380952,0.25,0
